BUSINESS NAME,BUSINESS OPEN DATE,BUSINESS STATUS,BUSINESS CLOSE DATE,NAICS CODE,NAICS CATEGORY,NAICS GROUP,FULL STREET NAME,CITY,STATE,LATITUDE,LONGITUDE
LOUISIANA PRESS ASSOCIATION INC,02/25/1988,O,,813000,"Religious, Grantmaking, Civic, Professional & Similar Institutions",OTHER SERVICES (I),EUROPE ST,BATON ROUGE,LA,-91.186276149712,30.441695726437
S & M INC,09/01/2012,C,03/31/2023,448000,Clothing & Clothing Accessories Stores,RETAIL TRADE (G),CHOCTAW DR,BATON ROUGE,LA,-91.151968300775,30.471698625283
BRYAN ENGLE,06/11/2015,C,12/31/2021,454100,Internet Sales Only,RETAIL TRADE (G),BAYWOOD AVE,BATON ROUGE,LA,-91.161960423525,30.426074477821
REGUS MANAGEMENT GROUP LLC,06/01/2016,O,,531000,Real Estate,FINANCE & INSURANCE,WESTFORK DR,BATON ROUGE,LA,-91.05578776295,30.425199008959
WHITE ENTERPRISES OF LOUISIANA LLC,01/02/2015,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),SHERWOOD COMMON BLVD,BATON ROUGE,LA,-91.057882209896,30.408184781156
LOVE GRACE HOLDINGS INC,08/09/2016,O,,448000,Clothing & Clothing Accessories Stores,RETAIL TRADE (G),BLUEBONNET BLVD,BATON ROUGE,LA,-91.087580331197,30.38887693489
SLIDE LOCK TOOL COMPANY INC,04/18/2023,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),NAPOLEON ST,BATON ROUGE,LA,-91.183985263129,30.444152264277
LOVE GRACE HOLDINGS INC,08/23/2016,O,,448000,Clothing & Clothing Accessories Stores,RETAIL TRADE (G),BLUEBONNET BLVD,BATON ROUGE,LA,-91.087580331197,30.38887693489
PHO T LLC,06/07/2021,C,01/31/2023,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),BOULEVARD DE PROVINCE,BATON ROUGE,LA,-91.044283764131,30.438391986748
ARMOR TECH METAL LLC,04/03/2023,O,,811000,Repair & Maintenance,OTHER SERVICES (I),S PERDUE AVE,BATON ROUGE,LA,-91.069341470554,30.473883533139
BRYTE LYTES LLC,11/01/2022,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),BALIS DR,BATON ROUGE,LA,-91.144512865813,30.420636046645
ORTHOTIC PROSTHETIC SOLUTIONS LLC,05/05/2020,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),SOUTHFORK AVE,BATON ROUGE,LA,-91.05328691523,30.420968481699
WOODROW SMITH,06/05/2006,O,,454000,Nonstore Retailers,RETAIL TRADE (G),JEFFERSON HWY,BATON ROUGE,LA,-91.072265131072,30.409455518237
CHRISTOPHER BROWN,01/20/2009,C,12/31/2016,815000,Miscellaneous Other Services,OTHER SERVICES (I),IROQUOIS ST,BATON ROUGE,LA,-91.167751660728,30.471780397246
MCWILLIAMS HEALTHCARE CONSULTING LLC,06/01/2017,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",AMIENS DR,BATON ROUGE,LA,-91.090518484487,30.364156442054
ABC STAR BAIL BONDING CO LLC,01/01/2014,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),LORRAINE ST,BATON ROUGE,LA,-91.141792162251,30.496835777462
JEWELS ACCESSORIES BY SHONDA LLC,03/01/2021,C,12/31/2022,454000,Nonstore Retailers,RETAIL TRADE (G),MEAD RD,BATON ROUGE,LA,-91.058649708673,30.426488441512
KALEXIS KOUTURE LLC,05/26/2020,O,,448000,Clothing & Clothing Accessories Stores,RETAIL TRADE (G),MARSHALL BOND DR,BATON ROUGE,LA,-91.170388668889,30.671780978207
YONG JIA LLC,11/11/2017,C,12/31/2023,815000,Miscellaneous Other Services,OTHER SERVICES (I),JEFFERSON HWY,BATON ROUGE,LA,-91.075309030129,30.409986677538
YY RAINBOW SPA INC,01/01/2019,C,12/31/2023,812000,Personal & Laundry Services,OTHER SERVICES (I),BENNINGTON AVE,BATON ROUGE,LA,-91.139841523974,30.42034064697
LA MICHOACANA BR LLC,09/23/2021,C,09/30/2023,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),GEORGE O'NEAL RD,BATON ROUGE,LA,-91.015628268931,30.4065201989
NITA M GAUTHIER,07/26/1983,C,02/28/2023,815000,Miscellaneous Other Services,OTHER SERVICES (I),FAIRWAY DR,BATON ROUGE,LA,-91.09157390009,30.422439195902
G4S SECURE SOLUTIONS USA INC,05/15/1997,C,10/08/2021,815000,Miscellaneous Other Services,OTHER SERVICES (I),WESTFORK DR,BATON ROUGE,LA,-91.05578776295,30.425199008959
KOCH COMPANIES PUBLIC  SECTOR LLC,01/01/2009,C,03/31/2023,815000,Miscellaneous Other Services,OTHER SERVICES (I),LAUREL ST,BATON ROUGE,LA,-91.186692031661,30.450196199776
LANTEC OF LOUISIANA LLC,01/01/2010,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),LAKE SHERWOOD AVE N,BATON ROUGE,LA,-91.054953086394,30.417336231805
PROJECT KING LLC,02/17/2011,O,,721000,Accommodation,ACCOMODATION & FOOD SERVICES (I),CONVENTION ST,BATON ROUGE,LA,-91.189309418061,30.448400599151
COCO ROBERTSON,01/02/2012,C,12/31/2014,812000,Personal & Laundry Services,OTHER SERVICES (I),AIRLINE HWY,BATON ROUGE,LA,-91.083592456703,30.432833659597
ARTRIX SINGLETON,08/07/2017,O,,448000,Clothing & Clothing Accessories Stores,RETAIL TRADE (G),LANIER DR,BATON ROUGE,LA,-91.108099784817,30.503508744013
TRUE BEAUTY SALON LLC,03/17/2016,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),AIRLINE HWY,BATON ROUGE,LA,-91.085823547803,30.433303198152
ANGEL SMALL ENGINES LLC,08/27/2018,O,,811000,Repair & Maintenance,OTHER SERVICES (I),PECUE LN,BATON ROUGE,LA,-91.041469440274,30.390250573903
SUPERIORLAND CONCESSIONS LLC,01/08/2019,C,01/31/2019,454000,Nonstore Retailers,RETAIL TRADE (G),AIRLINE HWY,BATON ROUGE,LA,-91.081726016268,30.431893936446
MAUGHN DESIGN LLC,04/15/2021,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),CONNELL'S PARK LN,BATON ROUGE,LA,-91.096556412601,30.445469403942
LA MICHOACANA EXPRESS LLC,02/01/2022,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),S HAVENPARK CT,BATON ROUGE,LA,-91.062985629185,30.456327324106
MICHAEL JONES,04/20/2023,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),YOSEMITE DR,BATON ROUGE,LA,-91.078569130151,30.478352968485
D&D JANITORIAL SERVICES LLC,04/20/2023,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),SAINT PIUS AVE,BATON ROUGE,LA,-91.12639360925,30.523378935463
MOREAU PHYSICAL THERAPY WALKER LLC,04/24/2023,O,,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),PERKINS RD,BATON ROUGE,LA,-91.156904811565,30.423909862403
NEW SUNSHINE MASSAGE & SPA INC,08/01/2022,C,11/27/2023,812000,Personal & Laundry Services,OTHER SERVICES (I),STARING LN,BATON ROUGE,LA,-91.110441524868,30.392852423446
OPIES CRAWFISH LLC,04/05/2023,C,10/31/2023,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),FLORIDA BLVD,BATON ROUGE,LA,-91.116548534195,30.451155959146
AL C MOREAU JR  LPT  APC,11/27/2023,O,,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),S SHERWOOD FOREST BLVD,BATON ROUGE,LA,-91.051916433264,30.413815643343
AL C MOREAU JR  LPT  APC,11/27/2023,O,,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),PERKINS RD,BATON ROUGE,LA,-91.156904811565,30.423909862403
AL C MOREAU JR  LPT  APC,11/27/2023,O,,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),CHURCH ST,BATON ROUGE,LA,-91.17934399518,30.653479674635
AL C MOREAU JR  LPT  APC,11/27/2023,O,,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),JEFFERSON HWY,BATON ROUGE,LA,-90.999885443248,30.362217136418
AL C MOREAU JR  LPT  APC,11/27/2023,O,,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),BLUEBONNET BLVD,BATON ROUGE,LA,-91.109193333276,30.357492728375
B5 BRANDS LLC,11/15/2023,O,,312000,Beverage & Tobacco Product Manufacturing,MANUFACTURING (D),KALURAH ST,BATON ROUGE,LA,-91.159571856969,30.426427168039
ALMO BARKER,01/01/1978,C,03/31/2023,811000,Repair & Maintenance,OTHER SERVICES (I),NORTH ST,BATON ROUGE,LA,-91.151287357987,30.453843656769
CHATTERBOX LOUNGE,08/22/1988,C,03/20/2021,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),LOUISE ST,BATON ROUGE,LA,-91.181678130363,30.434000700045
GAO & ZHENG LLC,11/01/2015,C,09/15/2023,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),BLUEBONNET BLVD,BATON ROUGE,LA,-91.087580331197,30.38887693489
KENNETH D ST ROMAIN JR,06/01/2003,C,05/22/2022,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),GOODWOOD BLVD,BATON ROUGE,LA,-91.094019269378,30.442245551088
KARIN CHAPMAN,05/01/2022,O,,454000,Nonstore Retailers,RETAIL TRADE (G),COURSEY BLVD,BATON ROUGE,LA,-91.024162208973,30.408476236653
SUDS IN THE BUCKET NOLA/BR LLC,05/07/2023,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),BOREAS DR,BATON ROUGE,LA,-91.017352144921,30.451459088884
RUTH MAUREL,04/06/2023,O,,454000,Nonstore Retailers,RETAIL TRADE (G),SALISBURY DR,BATON ROUGE,LA,-91.01895788438,30.447061553565
CHRIS B CUTS LIMITED LIABILITY COMPANY,12/05/2023,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),PERKINS RD,BATON ROUGE,LA,-91.105808588671,30.388493132872
KASH INC,11/27/2023,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),AIRLINE HWY,BATON ROUGE,LA,-91.066846634413,30.413892849331
TERMINIX INTL CO LP #2654,01/02/2001,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),LAVO LN,BATON ROUGE,LA,-91.027412493043,30.342640744034
BRUNS FAMILY DENTAL CNTR LLC,02/18/2003,O,,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),BLUEBONNET BLVD,BATON ROUGE,LA,-91.093565355048,30.388395256156
DECHALETS ENTERPRISES LLC,07/16/2014,C,12/31/2019,815000,Miscellaneous Other Services,OTHER SERVICES (I),OAK KNOLL DR,BATON ROUGE,LA,-91.054211290457,30.46881679475
SARA C ABERCROMBIE,03/02/2015,C,12/31/2021,815000,Miscellaneous Other Services,OTHER SERVICES (I),CORNELL AVE,BATON ROUGE,LA,-91.170066090102,30.404653163566
TOTAL HOME THERAPY LLC,05/01/2017,C,12/31/2022,623000,Nursing & Residential Care Facilities,HEALTH CARE & SOCIAL ASSISTANCE (I),PINE CREST DR,BATON ROUGE,LA,-91.084444319654,30.411814848866
RARE PLANET MARKETING LLC,10/12/2019,C,03/31/2023,454100,Internet Sales Only,RETAIL TRADE (G),JEFFERSON HWY,BATON ROUGE,LA,-91.079529215644,30.410838208907
CHARMAINE MALOID,01/01/2022,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),CADILLAC ST,BATON ROUGE,LA,-91.133158316386,30.517801054474
R WELLNESS P 8 LLC,09/01/2022,O,,446000,Health & Personal Care Stores,RETAIL TRADE (G),PERKINS RD,BATON ROUGE,LA,-91.044036402911,30.354144119954
FADE DISTRICT LLC,03/07/2023,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),GREENWELL SPRINGS RD,BATON ROUGE,LA,-91.076170400914,30.486915504869
KAYS PLAYHOUSE LEARNING CENTER LLC,05/22/2023,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),N FOSTER DR,BATON ROUGE,LA,-91.140122719772,30.474768433191
DIETZ BUILDERS LLC,11/01/2023,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),OLD HERMITAGE PKWY,BATON ROUGE,LA,-91.120259796006,30.349027361802
JACOB DENT DDS ACADIAN MODERN DENTISTRY APC,12/09/2015,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",PERKINS RD,BATON ROUGE,LA,-91.153005831687,30.422411020914
AAA ALL DAY CAB LLC,12/01/2018,C,12/01/2018,488000,Miscellaneous Transportation,TRANSPORTATION & WAREHOUSING (E),O'NEAL LN,BATON ROUGE,LA,-91.009235566663,30.439860723055
DEFINE DANCE STUDIO LLC,11/23/2023,O,,711000,"Performing Arts, Spectator Sports & Related Industries","ARTS, ENTERTAINMENT & RECREATION (I)",WESTFORK DR,BATON ROUGE,LA,-91.055359871534,30.423724773954
BAYOU GOLD LLC,02/01/2013,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),PLANK RD,BATON ROUGE,LA,-91.15600098384,30.492089453415
BALADNA INC,05/01/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),FLORIDA ST,BATON ROUGE,LA,-91.157684933756,30.45048794752
CKS UNLIMITED LLC,04/24/2012,C,08/31/2023,815000,Miscellaneous Other Services,OTHER SERVICES (I),N FLANNERY RD,BATON ROUGE,LA,-91.0351691753,30.493647114694
STROUD LAUNDRY SERVICES LLC,11/30/2023,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),FLORIDA BLVD,BATON ROUGE,LA,-91.10495850491,30.452383317028
PAUL TYLER,01/01/1988,C,12/31/2020,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),BRICKSOME AVE,BATON ROUGE,LA,-91.050442979713,30.426707340768
RAFAEL BERMUDEZ & ASSOCIATES,01/01/1988,C,01/31/2022,815000,Miscellaneous Other Services,OTHER SERVICES (I),WRENWOOD BLVD,BATON ROUGE,LA,-91.100950488133,30.422108959035
LAURA L'HERISSON,01/01/1994,C,11/07/2022,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),N OAK HILLS PKWY,BATON ROUGE,LA,-91.101175508736,30.368621397485
BROOKSTOWN CAR CARE LLC,07/01/1998,C,12/31/2022,811000,Repair & Maintenance,OTHER SERVICES (I),PRESCOTT RD,BATON ROUGE,LA,-91.133170784532,30.487413180727
KOI SUSHI BAR INC,11/01/2011,C,03/21/2023,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),W STATE ST,BATON ROUGE,LA,-91.178059109157,30.41784179117
SCI RESEARCH AND CONSULTING INC,01/15/2013,C,12/31/2021,815000,Miscellaneous Other Services,OTHER SERVICES (I),JAMESTOWN AVE,BATON ROUGE,LA,-91.138633460153,30.420964533688
UNIQUE NAILS INC,05/01/2016,C,12/31/2022,812000,Personal & Laundry Services,OTHER SERVICES (I),COLLEGE DR,BATON ROUGE,LA,-91.140211155231,30.418178578477
RCW PROPERTIES LLC,09/20/2016,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),AIRLINE HWY,BATON ROUGE,LA,-91.055964570222,30.403543849589
SICARD DOWNTOWN DENTISTRY LLC,01/01/2017,C,03/21/2023,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",3RD ST,BATON ROUGE,LA,-91.188388534053,30.449476995292
TOTAL LIFE CARES HEALTH CENTER LLC,01/01/2021,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),GOODWOOD BLVD,BATON ROUGE,LA,-91.105147370395,30.441589849669
PRINCESS BEAUTY SUPPLY 3 INC,06/29/2021,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),N 39TH ST,BATON ROUGE,LA,-91.15137901459,30.459800705294
JENNIFER BARNES MAGGIO,05/03/2010,C,10/31/2023,454000,Nonstore Retailers,RETAIL TRADE (G),WARWICK AVE,BATON ROUGE,LA,-91.042511204989,30.444788503106
GREEN BIORESEARCH LLC,11/01/2012,C,10/30/2023,454100,Internet Sales Only,RETAIL TRADE (G),SHREWSBURY AVE,BATON ROUGE,LA,-91.127223966966,30.390787757949
CORTNEY PEARSON,04/19/2021,C,12/31/2021,812000,Personal & Laundry Services,OTHER SERVICES (I),BETH ANN DR,BATON ROUGE,LA,-91.113410511727,30.501262036137
BOARDS AND MORE LLC,12/08/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),VILLAGE PLAZA CT,BATON ROUGE,LA,-91.088021181082,30.373553664134
COVALENT LOGIC LLC,06/01/2007,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),CHRISTIAN ST,BATON ROUGE,LA,-91.160013805853,30.424630981454
MOR DATES LLC,05/01/2018,C,11/01/2022,454100,Internet Sales Only,RETAIL TRADE (G),MC QUAID DR,BATON ROUGE,LA,-91.075975142192,30.363950012185
ASHLEY ROGERS,07/12/2021,O,,454100,Internet Sales Only,RETAIL TRADE (G),WOODHAVEN ST,BATON ROUGE,LA,-91.074252962664,30.447711213946
KELLY MENTEL,01/24/2023,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),PERKINS RD,BATON ROUGE,LA,-91.105808588671,30.388493132872
BREW BATON ROUGE LLC,05/15/2023,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),OLEANDER ST,BATON ROUGE,LA,-91.169749194313,30.441851736423
HIGHLAND ROAD SMOOTHIE LLC,05/15/2023,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),HENNESSY BLVD,BATON ROUGE,LA,-91.106906495776,30.403484085181
M & M  AUTO SALES #1 LLC,02/25/2013,O,,441000,Motor Vehicle & Parts Dealer,RETAIL TRADE (G),WELLER AVE,BATON ROUGE,LA,-91.160712381668,30.485403876472
CURE NAIL BOUTIQUE LLC,06/01/2021,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),BLUEBONNET BLVD,BATON ROUGE,LA,-91.110236997752,30.356961782409
W COMM LLC,07/01/2021,C,10/31/2023,443000,Electronic & Appliance Stores,RETAIL TRADE (G),SCENIC HWY,BATON ROUGE,LA,-91.180637821859,30.522233209942
IPRO ESSENTIAL LLC,04/01/2022,C,10/31/2023,454100,Internet Sales Only,RETAIL TRADE (G),EASTGATE DR,BATON ROUGE,LA,-91.049458162586,30.430380932851
SALON FIESTAS Y MAS LLC,12/04/2023,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),LITTLE JOHN DR,BATON ROUGE,LA,-91.050671165063,30.458516596577
WILLIAM BOYD LEE II,02/01/2002,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",JAMESTOWN AVE,BATON ROUGE,LA,-91.134523327,30.419916841118
LANDON CHERAMIE,01/09/2013,C,01/09/2013,815000,Miscellaneous Other Services,OTHER SERVICES (I),BELLGLADE DR,BATON ROUGE,LA,-91.064101300313,30.44083845956
R GALLOWAY CONSTRUCTION LLC,05/16/2013,C,03/31/2015,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),COURSEY BLVD,BATON ROUGE,LA,-91.040200653738,30.411394219481
BETTER DAYS MEDICAL TRANSPORTATION LLC,01/15/2016,C,04/21/2017,488000,Miscellaneous Transportation,TRANSPORTATION & WAREHOUSING (E),GRAND DR,BATON ROUGE,LA,-91.129073480747,30.505256181752
WILLIAMS & WILLIAMS ARCHITECTURE LLC,01/01/2016,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",SIEGEN LN,BATON ROUGE,LA,-91.079259541606,30.359559446818
HAUTE LUXE BODY LLC,02/11/2020,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),SIEGEN LN,BATON ROUGE,LA,-91.077639591788,30.36513053332
ECI MAINTENANCE LLC,01/01/2020,O,,811000,Repair & Maintenance,OTHER SERVICES (I),COLUMNS WAY,BATON ROUGE,LA,-91.01146062222,30.366486584509
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),W LEE DR,BATON ROUGE,LA,-91.168258212792,30.389963371382
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),S FLANNERY RD,BATON ROUGE,LA,-91.032984736402,30.457434403059
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),AMERICAN WAY,BATON ROUGE,LA,-91.05437720384,30.413489769803
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),JEFFERSON HWY,BATON ROUGE,LA,-91.036012178354,30.392245058522
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),STARING LN,BATON ROUGE,LA,-91.121881157627,30.370272048367
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),N FLANNERY RD,BATON ROUGE,LA,-91.035048361879,30.488696640971
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),SCOTLAND-ZACHARY HWY,BATON ROUGE,LA,-91.174059807785,30.555882322744
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),S SHERWOOD FOREST BLVD,BATON ROUGE,LA,-91.052661178809,30.405201598744
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),LEMON RD,BATON ROUGE,LA,-91.081663824832,30.704578651974
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),HARDING BLVD,BATON ROUGE,LA,-91.150056566563,30.520559168682
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),SIEGEN LN,BATON ROUGE,LA,-91.063161554998,30.388155486004
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),CORPORATE BLVD,BATON ROUGE,LA,-91.110519931325,30.430282368277
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),LOBDELL AVE,BATON ROUGE,LA,-91.111086124865,30.444195592876
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),S SHERWOOD FOREST BLVD,BATON ROUGE,LA,-91.05125012652,30.424671797096
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),BYRON ST,BATON ROUGE,LA,-91.15634065829,30.493503647032
JLS CARWASH LLC,05/15/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),PLANK RD,BATON ROUGE,LA,-91.162264400437,30.474722028673
YARA SALON AND BEAUTY BAR LLC,08/27/2023,O,,446000,Health & Personal Care Stores,RETAIL TRADE (G),JEFFERSON HWY,BATON ROUGE,LA,-91.101759425813,30.42125460012
CPBR LLC,07/13/2023,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),MILLERVILLE RD,BATON ROUGE,LA,-91.023678805613,30.440586647981
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),W LEE DR,BATON ROUGE,LA,-91.168258212792,30.389963371382
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),S FLANNERY RD,BATON ROUGE,LA,-91.032984736402,30.457434403059
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),AMERICAN WAY,BATON ROUGE,LA,-91.05437720384,30.413489769803
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),JEFFERSON HWY,BATON ROUGE,LA,-91.036012178354,30.392245058522
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),STARING LN,BATON ROUGE,LA,-91.121881157627,30.370272048367
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),N FLANNERY RD,BATON ROUGE,LA,-91.035048361879,30.488696640971
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),SCOTLAND-ZACHARY HWY,BATON ROUGE,LA,-91.174059807785,30.555882322744
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),S SHERWOOD FOREST BLVD,BATON ROUGE,LA,-91.052661178809,30.405201598744
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),LEMON RD,BATON ROUGE,LA,-91.081663824832,30.704578651974
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),HARDING BLVD,BATON ROUGE,LA,-91.150056566563,30.520559168682
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),SIEGEN LN,BATON ROUGE,LA,-91.063161554998,30.388155486004
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),CORPORATE BLVD,BATON ROUGE,LA,-91.110519931325,30.430282368277
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),LOBDELL AVE,BATON ROUGE,LA,-91.111086124865,30.444195592876
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),S SHERWOOD FOREST BLVD,BATON ROUGE,LA,-91.05125012652,30.424671797096
ALLIANCE MOBILE INC,01/19/2023,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),BYRON ST,BATON ROUGE,LA,-91.15634065829,30.493503647032
NOELLE N LANIER,01/02/1997,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),E RIVER OAKS DR,BATON ROUGE,LA,-91.08660851978,30.443021884227
THE VIRTUOUS WOMAN BOUTIQUE LLC,02/01/2023,O,,454000,Nonstore Retailers,RETAIL TRADE (G),LANIER DR,BATON ROUGE,LA,-91.107206612957,30.496793735587
